Pitch,Yaw,Roll,asana_id
-0.396630267960246,2.762397144195265,1.6168798487070883,YFA0001
-0.4005840056045177,2.7609407753077195,1.6159529334451763,YFA0001
-0.3949631032276112,2.759345027708608,1.614307593119102,YFA0001
-0.3958868948055957,2.756315495550092,1.613115179271448,YFA0001
-0.3958964160928905,2.7561658073331525,1.616082536152852,YFA0001
-0.395805614808186,2.7551352133082587,1.6172058597419707,YFA0001
-0.3957842594773507,2.7528395290926886,1.6144074673269986,YFA0001
-0.3943254292427961,2.7536831706610334,1.6131702142628808,YFA0001
-0.3947180967851962,2.7552108134938447,1.6147727798571303,YFA0001
-0.394594065269151,2.754324615272665,1.6152053422173105,YFA0001
-0.3935879376946418,2.7527106636883456,1.6144659686620737,YFA0001
-0.3923647150559102,2.751671421814302,1.6140729164130785,YFA0001
-0.3917910375596379,2.7506316008935,1.613935758605873,YFA0001
-0.3923503474433144,2.750761228521445,1.6156926427124083,YFA0001
-0.3930407934362374,2.7497216582919144,1.6156684053482375,YFA0001
-0.3923681223281406,2.7481698224126685,1.6138783428758463,YFA0001
-0.3916123892334403,2.746301031416757,1.6121701306069691,YFA0001
-0.3888063970421989,2.7473732725595004,1.6149471423672006,YFA0001
-0.384594370044633,2.748418861678595,1.6187417197067833,YFA0001
-0.3827429480922416,2.7492395919725947,1.6170730155554145,YFA0001
-0.3853471453421007,2.7473551123514013,1.6106684837082996,YFA0001
-0.3883809615571131,2.7501741242601283,1.6089701071260418,YFA0001
-0.3902587913616236,2.747301753194752,1.609804622880793,YFA0001
-0.3923435312043785,2.7417803589259355,1.6101268725651885,YFA0001
-0.3928340544126101,2.742652998974102,1.608981128659854,YFA0001
-0.3927991835877745,2.746976199154308,1.6068111072968747,YFA0001
-0.3924653864424214,2.747532078302532,1.6064984049900066,YFA0001
-0.3910281258638997,2.746081558692845,1.6059378822111892,YFA0001
-0.3923448410507637,2.7414951653944204,1.6079145428017456,YFA0001
-0.3932406519528654,2.7398658066068124,1.6107556445611173,YFA0001
-0.3926668199382817,2.7372360222438954,1.6099910444643302,YFA0001
-0.3906905308272511,2.735874238183793,1.6089948351272991,YFA0001
-0.3881336649756688,2.738266553314139,1.6085153430089651,YFA0001
-0.3859826430423154,2.739172706469809,1.6080611870121022,YFA0001
-0.3840029817157582,2.7373256934255905,1.6045524819441448,YFA0001
-0.384333932962008,2.737312151385405,1.6011614681326225,YFA0001
-0.3836399398001223,2.744125821172722,1.60428904170873,YFA0001
-0.3808697505061798,2.73910018929606,1.605422821890668,YFA0001
-0.3806243755990959,2.7368532717975618,1.604879359257208,YFA0001
-0.3817752952732356,2.736264362058036,1.6034427380057452,YFA0001
-0.3816612960061985,2.736604474514841,1.6046895609207197,YFA0001
-0.3828423040491128,2.735589816623837,1.6066332824441296,YFA0001
-0.3829182916898093,2.7314079347550413,1.6057087495933813,YFA0001
