Pitch,Yaw,Roll,asana_id
-0.0804123109327819,-0.0690319453644884,-1.4186470811154426,YFA0019
-0.0834907747203018,-0.066199483827255,-1.4250227398158146,YFA0019
-0.0814493558740117,-0.0654876889512424,-1.4220348225433588,YFA0019
-0.0814791275269035,-0.0599302130701756,-1.4145458732923448,YFA0019
-0.0831732081352859,-0.0605256149291064,-1.4144708784498528,YFA0019
-0.0788635308454026,-0.0554010149205926,-1.4092015574350911,YFA0019
-0.0796074371802107,-0.0681510479680556,-1.409054020067644,YFA0019
-0.0812555155108811,-0.0690524326368859,-1.4066907156132946,YFA0019
-0.0787862603073627,-0.0700869642188512,-1.4024022686293192,YFA0019
-0.0778286493060009,-0.070343973644898,-1.4003111315433732,YFA0019
-0.0769228647656263,-0.0717951405367016,-1.3993125699370608,YFA0019
-0.074830445694241,-0.0696576941953351,-1.39811505672191,YFA0019
-0.0740466346182422,-0.061142844558629,-1.395622838006207,YFA0019
-0.0724458462882606,-0.0581308025119793,-1.3942043223585905,YFA0019
-0.0703764890227904,-0.0582326370471776,-1.3945262508172795,YFA0019
-0.0685025504871361,-0.0505646822981234,-1.393929249788361,YFA0019
-0.0656646934325985,-0.0389734091617028,-1.3925761054527996,YFA0019
-0.0627326858620017,-0.0345699257820631,-1.3922772262519316,YFA0019
-0.059876082099874,-0.036376120121904,-1.3920746367529049,YFA0019
-0.0576222885715129,-0.0376361000657229,-1.3922978820023744,YFA0019
-0.0545012052958483,-0.0374384609157008,-1.3924271726406412,YFA0019
-0.0519752522243027,-0.036859115464738,-1.3916006867552944,YFA0019
-0.0507179488370352,-0.0343209982749321,-1.3902716126078145,YFA0019
-0.0492432238222233,-0.0339681426648273,-1.3881221667467831,YFA0019
-0.0479283948628862,-0.0339050224363559,-1.3860814379194148,YFA0019
-0.0472152780669229,-0.0357180780920179,-1.3866332696496606,YFA0019
-0.0443962814041164,-0.0307732219378502,-1.385256782089027,YFA0019
-0.0446737606310103,-0.0296027916888911,-1.383388982782389,YFA0019
-0.0469383481744444,-0.0337131984801708,-1.384000185849087,YFA0019
-0.0467407363835651,-0.0362789353173825,-1.3859133279094649,YFA0019
-0.0473491067739327,-0.0318516475279231,-1.3851354564281946,YFA0019
