Pitch,Yaw,Roll,Label
-0.1767096639520782,-0.0152892721258978,-0.1721702905692581,YFA0002
-0.1840589236111339,-0.0062278856527145,-0.1799766318689427,YFA0002
-0.1775884795212012,-0.0069466288243268,-0.1742253985739995,YFA0002
-0.1636389878680522,-0.0134773777149338,-0.1710668528527363,YFA0002
-0.1614291941692592,-0.0160168157214307,-0.1672045715602414,YFA0002
-0.1668637247248951,-0.0155446632444728,-0.16545551978155,YFA0002
-0.1705485391652285,-0.0144745661800297,-0.1657083693266613,YFA0002
-0.1698803630156343,-0.0140951653972397,-0.1647411398540442,YFA0002
-0.1692554843986839,-0.0150833140923559,-0.162845033094285,YFA0002
-0.171361276423964,-0.0150163472417162,-0.161510097419175,YFA0002
-0.1726193094554759,-0.0147671203656428,-0.1610727956901109,YFA0002
-0.171360308262048,-0.0146696652199753,-0.1611514636437496,YFA0002
-0.1704398157610875,-0.0155858931449844,-0.1606743924723533,YFA0002
-0.1738544711663477,-0.0162730001126272,-0.1587283069841896,YFA0002
-0.1737507565674055,-0.0182278621671323,-0.157800094661164,YFA0002
-0.1722691356044973,-0.0202023857791272,-0.1571893893021659,YFA0002
-0.1697835776934855,-0.0207540636915144,-0.1568920076701707,YFA0002
-0.1659568630562037,-0.0204869012709456,-0.1559567790987671,YFA0002
-0.1632969790823785,-0.0206718015703972,-0.154892401982323,YFA0002
-0.1650575124037735,-0.0186634901729562,-0.1555629729908332,YFA0002
-0.1697662817093211,-0.0165824044979184,-0.1561516908756743,YFA0002
-0.1734365839858995,-0.0168316755789257,-0.1569013456167834,YFA0002
-0.1746422638749639,-0.01662209500383,-0.1578467509068634,YFA0002
-0.1724881071910382,-0.0173577113799723,-0.1563239263174965,YFA0002
-0.171313078783754,-0.0200592831649929,-0.1536064008705155,YFA0002
-0.1713772290628115,-0.0216312817254217,-0.1531748456414978,YFA0002
-0.1731044779930134,-0.0224270860043562,-0.1535757766463635,YFA0002
-0.1699990107430684,-0.0230757285934693,-0.156931411434811,YFA0002
-0.1648146836360835,-0.0280840382796498,-0.1591756725038834,YFA0002
-0.1662763274548501,-0.038336949000285,-0.1577701710416577,YFA0002
-0.1690319705497553,-0.0424307309934187,-0.1607688075048477,YFA0002
-0.1701269131202044,-0.0472241963554559,-0.1583817002982004,YFA0002
